Title,Genre,Duration,Rating,Voting
Cat and Dog,Comedy,1h 26m,5.3,1K
Love Lies,Comedy,1h 54m,7.3,243
Nick and Nicky,Comedy,1h 52m,8.6,63
The Drunken Prodigy,Comedy,1h 47m,5.6,13
"Snow, Tea and Love 2: With a Little Luck",Comedy,1h 37m,3.9,256
Oflu Hoca 4,Comedy,1h 34m,5,28
Another Day in America,Comedy,N/A,8.9,82
Bocchi the Rock! Re:,Comedy,1h 30m,7.5,140
Lyubvi ne byvaet?,Comedy,1h 45m,5.4,151
Love You to Debt,Comedy,2h 15m,6.2,744
Roti Kapda Romance,Comedy,2h 33m,7.5,2.5K
A Nice Jewish Boy,Comedy,1h 29m,6.2,299
Citizen Weiner,Comedy,N/A,8,49
"Maya, donne-moi un titre",Comedy,1h 1m,6.5,46
Clone Cops,Comedy,1h 36m,8.1,185
The Casagrandes Movie,Comedy,1h 29m,5.6,646
Agak Laen,Comedy,1h 59m,7.6,2.8K
Maybe Baby 2,Comedy,1h 45m,5.7,512
Hep Yek: Asiret,Comedy,1h 26m,2.3,196
Mord,Comedy,1h 24m,6.9,116
I Can't Live Without You,Comedy,1h 52m,5,787
Yall Drawn,Comedy,1h 30m,N/A,N/A
The Last Frenzy,Comedy,1h 47m,5.3,212
Sharmajee Ki Beti,Comedy,1h 56m,5.9,5.1K
Messy,Comedy,1h 30m,6.7,13
National Theatre Live: Nye,Comedy,2h 40m,8,250
Swargathile Katturumbu,Comedy,2h 19m,4.2,649
Jo Tera Hai Woh Mera Hai,Comedy,1h 41m,5.1,227
Umjolo: The Gone Girl,Comedy,1h 32m,4.4,263
Anunnakiler,Comedy,1h 16m,2.6,424
3 Schmucks,Comedy,1h 31m,8.7,147
Mountain Shark,Comedy,1h 21m,5.1,96
U.S. Palmese,Comedy,2h,7.4,22
Vampire Zombies... From Space!,Comedy,1h 38m,7.6,59
(Un)lucky Sisters,Comedy,1h 22m,5.2,845
